,segment,H,L
80,1257492480,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257492480-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257492480-4096.hdf5
81,1257533440,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257533440-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257533440-4096.hdf5
82,1257537536,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257537536-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257537536-4096.hdf5
83,1257562112,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257562112-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257562112-4096.hdf5
84,1257566208,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257566208-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257566208-4096.hdf5
85,1257644032,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257644032-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257644032-4096.hdf5
86,1257648128,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257648128-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257648128-4096.hdf5
87,1257652224,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257652224-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257652224-4096.hdf5
88,1257660416,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257660416-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257660416-4096.hdf5
89,1257664512,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257664512-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257664512-4096.hdf5
90,1257668608,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257668608-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257668608-4096.hdf5
91,1257672704,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257672704-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257672704-4096.hdf5
92,1257676800,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257676800-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257676800-4096.hdf5
93,1257680896,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257680896-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257680896-4096.hdf5
94,1257742336,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257742336-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257742336-4096.hdf5
95,1257746432,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257746432-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257746432-4096.hdf5
96,1257750528,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257750528-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257750528-4096.hdf5
97,1257762816,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257762816-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257762816-4096.hdf5
98,1257766912,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257766912-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257766912-4096.hdf5
99,1257771008,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257771008-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257771008-4096.hdf5
100,1257775104,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257775104-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257775104-4096.hdf5
101,1257779200,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257779200-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257779200-4096.hdf5
102,1257820160,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257820160-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257820160-4096.hdf5
103,1257824256,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257824256-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257824256-4096.hdf5
104,1257840640,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257840640-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257840640-4096.hdf5
105,1257844736,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257844736-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257844736-4096.hdf5
106,1257848832,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257848832-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257848832-4096.hdf5
107,1257852928,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257852928-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257852928-4096.hdf5
108,1257857024,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257857024-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257857024-4096.hdf5
109,1257861120,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257861120-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257861120-4096.hdf5
110,1257865216,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257865216-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257865216-4096.hdf5
111,1257902080,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257902080-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257902080-4096.hdf5
112,1257906176,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257906176-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257906176-4096.hdf5
113,1257910272,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257910272-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257910272-4096.hdf5
114,1257914368,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257914368-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257914368-4096.hdf5
115,1257918464,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257918464-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257918464-4096.hdf5
116,1257963520,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257963520-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257963520-4096.hdf5
117,1257979904,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257979904-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257979904-4096.hdf5
118,1257996288,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257996288-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257996288-4096.hdf5
119,1258000384,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258000384-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258000384-4096.hdf5
120,1258004480,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258004480-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258004480-4096.hdf5
121,1258008576,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258008576-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258008576-4096.hdf5
122,1258012672,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258012672-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258012672-4096.hdf5
123,1258016768,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258016768-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258016768-4096.hdf5
124,1258020864,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258020864-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258020864-4096.hdf5
125,1258024960,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258024960-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258024960-4096.hdf5
126,1258029056,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258029056-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258029056-4096.hdf5
127,1258053632,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258053632-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258053632-4096.hdf5
128,1258061824,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258061824-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258061824-4096.hdf5
129,1258070016,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258070016-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258070016-4096.hdf5
130,1258078208,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258078208-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258078208-4096.hdf5
131,1258082304,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258082304-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258082304-4096.hdf5
132,1258086400,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258086400-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258086400-4096.hdf5
133,1258090496,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258090496-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258090496-4096.hdf5
134,1258094592,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258094592-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258094592-4096.hdf5
135,1258098688,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258098688-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258098688-4096.hdf5
136,1258102784,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258102784-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258102784-4096.hdf5
137,1258115072,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258115072-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258115072-4096.hdf5
138,1258119168,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258119168-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258119168-4096.hdf5
139,1258123264,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258123264-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258123264-4096.hdf5
140,1258156032,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258156032-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258156032-4096.hdf5
141,1258164224,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258164224-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258164224-4096.hdf5
142,1258168320,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258168320-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258168320-4096.hdf5
143,1258172416,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258172416-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258172416-4096.hdf5
144,1258176512,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258176512-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258176512-4096.hdf5
145,1258180608,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258180608-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258180608-4096.hdf5
146,1258188800,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258188800-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258188800-4096.hdf5
147,1258192896,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258192896-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258192896-4096.hdf5
148,1258196992,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258196992-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258196992-4096.hdf5
149,1258201088,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258201088-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258201088-4096.hdf5
150,1258246144,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258246144-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258246144-4096.hdf5
151,1258250240,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258250240-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258250240-4096.hdf5
152,1258254336,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258254336-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258254336-4096.hdf5
153,1258278912,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258278912-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258278912-4096.hdf5
154,1258283008,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1258283008-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1258283008-4096.hdf5
155,1258291200,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/H-H1_GWOSC_O3b_4KHZ_R1-1258291200-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/L-L1_GWOSC_O3b_4KHZ_R1-1258291200-4096.hdf5
156,1258299392,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/H-H1_GWOSC_O3b_4KHZ_R1-1258299392-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/L-L1_GWOSC_O3b_4KHZ_R1-1258299392-4096.hdf5
157,1258303488,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/H-H1_GWOSC_O3b_4KHZ_R1-1258303488-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/L-L1_GWOSC_O3b_4KHZ_R1-1258303488-4096.hdf5
158,1258344448,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/H-H1_GWOSC_O3b_4KHZ_R1-1258344448-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/L-L1_GWOSC_O3b_4KHZ_R1-1258344448-4096.hdf5
159,1258348544,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/H-H1_GWOSC_O3b_4KHZ_R1-1258348544-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1258291200/L-L1_GWOSC_O3b_4KHZ_R1-1258348544-4096.hdf5
